Name,price,rate,n_vote,link,author,description,freqBought
 Dual Momentum Investing: An Innovative Strategy for Higher Returns with Lower Risk ,"[47.78, 34.95, 6.99]",0.9199999999999999,510,http://www.amazon.com/gp/product/0071849440/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0071849440&amp;linkCode=as2&amp;linkId=236AXNLHCE6GJULB,['Gary Antonacci'],[],"['This item: Dual Momentum Investing: An Innovative Strategy for Higher Returns with Lower Risk', ""Quantitative Momentum: A Practitioner's Guide to Building a Momentum-Based Stock Selection System (Wiley Finance)"", 'Learn to Trade Momentum Stocks']"
 Stocks for the Long Run 5/E: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies ,"[44.57, 32.8, 12.59, 14.29]",0.9400000000000001,446,http://www.amazon.com/gp/product/0071800514/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0071800514&amp;linkCode=as2&amp;linkId=UIR76B2OO55URU7W,['Jeremy J. Siegel'],[],"['This item: Stocks for the Long Run 5/E: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies', 'A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing', 'The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing']"
 The Complete TurtleTrader: How 23 Novice Investors Became Overnight Millionaires ,"[13.39, 25.88, 18.59]",0.8800000000000001,1086,http://www.amazon.com/gp/product/0061241717/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0061241717&amp;linkCode=as2&amp;linkId=C5A5UMD5FLHDSIZ2,['Michael Covel'],"[' 288 pages ', ' English ', ' February 24, 2009 ', ' 5.31 x 0.65 x 8 inches ', ' 0061241717 ', ' 978-0061241710 ']","['This item: The Complete TurtleTrader: How 23 Novice Investors Became Overnight Millionaires', 'Trend Following, 5th Edition: How to Make a Fortune in Bull, Bear and Black Swan Markets (Wiley Trading)', 'Market Wizards: Interviews with Top Traders']"
 Profiting from Dividend Momentum ,[],0.82,20,http://www.amazon.com/gp/product/B00D2KU3AW/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B00D2KU3AW&amp;linkCode=as2&amp;linkId=F3YDWYVRRDIQMLWJ,['Nick Radge'],"[' 34 pages ', ' English ', ' May 28, 2013 ', ' 2864 KB ', ' Enabled ', ' Enabled ', ' Enabled ']",[]
 Weekend Trend Trader ,[],0.8400000000000001,89,http://www.amazon.com/gp/product/B00F4P0OWA/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B00F4P0OWA&amp;linkCode=as2&amp;linkId=YRONO47GL27EZJO7,['Nick Radge'],"[' 46 pages ', ' English ', ' November 14, 2013 ', ' 1957 KB ', ' Enabled ', ' Enabled ', ' Enabled ']",[]
 Unholy Grails - A New Road to Wealth ,[],0.8800000000000001,83,http://www.amazon.com/gp/product/B007T97DJQ/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B007T97DJQ&amp;linkCode=as2&amp;linkId=OXFABMJ37DIGVQQT,['Nick Radge'],"[' 223 pages ', ' English ', ' April 5, 2012 ', ' 11719 KB ', ' Enabled ', ' Enabled ', ' Enabled ']",[]
 High Probability ETF Trading: Professional Strategies to Improve Your ETF Trading (Softcover) ,[],0.7,10,http://www.amazon.com/gp/product/1616586397/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=1616586397&amp;linkCode=as2&amp;linkId=IVDNEM7JVSTBF73R,[],"[' 122 pages ', ' English ', ' TradingMarkets ', ' December 29, 2009 ', ' 1616586397 ', ' 978-1616586393 ']",[]
 Short Term Trading Strategies That Work ,[],0.82,194,http://www.amazon.com/gp/product/0981923909/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0981923909&amp;linkCode=as2&amp;linkId=OW7VUZQN6B6QCSFE,['Cesar Alvarez'],"[' 140 pages ', ' English ', ' TradingMarkets ', ' November 1, 2008 ', ' 0981923909 ', ' 978-0981923901 ']",[]
 Bollinger Bands® Trading Strategies That Work (Connors Research Trading Strategy Series) ,[],0.8400000000000001,8,http://www.amazon.com/gp/product/B00FQM36CQ/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B00FQM36CQ&amp;linkCode=as2&amp;linkId=FCJAR2TNTA2CMD5M,[],"[' 46 pages ', ' English ', ' October 8, 2013 ', ' 532 KB ', ' Enabled ', ' Enabled ', ' Enabled ']",[]
 ETF Gap Trading Strategies That Work (Connors Research Trading Strategy Series) ,[],1.0,2,http://www.amazon.com/gp/product/B00FPVORNK/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B00FPVORNK&amp;linkCode=as2&amp;linkId=32PYWICIKOG65SKT,[],"[' 64 pages ', ' English ', ' October 7, 2013 ', ' 940 KB ', ' Enabled ', ' Enabled ', ' Enabled ']",[]
 The Universal Principles of Successful Trading: Essential Knowledge for All Traders in All Markets ,"[38.07, 47.0]",0.8400000000000001,88,http://www.amazon.com/gp/product/0470825804/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0470825804&amp;linkCode=as2&amp;linkId=62FGV7BVWXI4HF2C,['Brent Penfold'],[],"['This item: The Universal Principles of Successful Trading: Essential Knowledge for All Traders in All Markets', 'The Universal Tactics of Successful Trend Trading: Finding Opportunity in Uncertainty (Wiley Trading)']"
 Reminiscences of a Stock Operator ,"[12.99, 23.39, 12.49]",0.9199999999999999,2688,http://www.amazon.com/gp/product/0471770884/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0471770884&amp;linkCode=as2&amp;linkId=5ZQCB4APFQTT4NVC,['Edwin Lefevre'],"[' 288 pages ', ' English ', ' Wiley ', ' January 17, 2006 ', ' 5.3 x 0.9 x 8.3 inches ', ' 0471770884 ', ' 978-0471770886 ']","['This item: Reminiscences of a Stock Operator', 'Trading in the Zone: Master the Market with Confidence, Discipline and a Winning Attitude', ""Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts""]"
" Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions ","[11.94, 11.29, 13.86]",0.9199999999999999,4969,http://www.amazon.com/gp/product/0061353248/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0061353248&amp;linkCode=as2&amp;linkId=P4KPXANJBJUIECW6,['Dan Ariely'],"[' 384 pages ', ' English ', ' April 27, 2010 ', ' 5.31 x 0.86 x 8 inches ', ' 9780061353246 ', ' 978-0061353246 ']","['This item: Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions', 'Thinking, Fast and Slow', 'Nudge: The Final Edition']"
" How Markets Really Work: Quantitative Guide to Stock Market Behavior, 2nd Edition ","[26.33, 49.95, 44.28]",0.7,59,http://www.amazon.com/gp/product/1118166507/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=1118166507&amp;linkCode=as2&amp;linkId=2MJCUCP5WEUXQWPR,['Laurence A. Connors'],"[' 192 pages ', ' English ', ' Wiley ', ' February 17, 2012 ', ' 7 x 0.63 x 10 inches ', ' 9781118166505 ', ' 978-1118166505 ']","['This item: How Markets Really Work: Quantitative Guide to Stock Market Behavior, 2nd Edition', 'The Alpha Formula - High Powered Strategies to Beat The Market With Less Risk', 'Buy the Fear, Sell the Greed: 7 Behavioral Quant Strategies for Traders']"
 The Investor's Quotient: The Psychology of Successful Investing in Commodities & Stocks (Wiley Finance) ,[],0.86,44,http://www.amazon.com/gp/product/B001KYES08/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=B001KYES08&amp;linkCode=as2&amp;linkId=LYKGZ25P333UPCMH,['Jake Bernstein'],[],[]
 Reminiscences of a Stock Operator ,"[12.99, 23.39, 12.49]",0.9199999999999999,2688,http://www.amazon.com/gp/product/0471770884/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0471770884&amp;linkCode=as2&amp;linkId=5ZQCB4APFQTT4NVC,['Edwin Lefevre'],"[' 288 pages ', ' English ', ' Wiley ', ' January 17, 2006 ', ' 5.3 x 0.9 x 8.3 inches ', ' 0471770884 ', ' 978-0471770886 ']","['This item: Reminiscences of a Stock Operator', 'Trading in the Zone: Master the Market with Confidence, Discipline and a Winning Attitude', ""Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts""]"
 Don't Sell Stocks on Monday ,[],0.86,11,http://www.amazon.com/gp/product/0140103759/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0140103759&amp;linkCode=as2&amp;linkId=2UCHDNCZIH3MHQPC,['Yale Hirsch'],"[' 232 pages ', ' English ', ' Penguin Books ', ' December 3, 1987 ', ' 1 x 1 x 1 inches ', ' 0140103759 ', ' 978-0140103755 ']",[]
 Behavior of Prices on Wall Street ,[],0.58,4,http://www.amazon.com/gp/product/0911894497/ref=as_li_tl?tag=bst08-20&amp;ie=UTF8&amp;camp=1789&amp;creative=9325&amp;creativeASIN=0911894497&amp;linkCode=as2&amp;linkId=EQGEHTBTYRR5HDV5,['Arthur A. Merrill'],"[' 147 pages ', ' English ', ' Analysis Pr ', ' December 1, 1984 ', ' 6.5 x 0.75 x 9.5 inches ', ' 0911894497 ', ' 978-0911894493 ']",[]
